"Geolocation","Threshold/Incidence/Parameters","Year","Value (Reported value — see source for units)","Source status","Release","Source"
"..MIMAROPA Region 1/, 3/","Poverty Incidence among Population (%)","2018","15.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","Poverty Incidence among Population (%)","2021","20.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","Poverty Incidence among Population (%)","2023","23","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","Coefficient of Variation","2018","6.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","Coefficient of Variation","2021","4.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","Coefficient of Variation","2023","6.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","Standard Error","2018","0.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","Standard Error","2021","1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","Standard Error","2023","1.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","95% Confidence Interval (Lower Limit)","2018","13.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","95% Confidence Interval (Lower Limit)","2021","18.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","95% Confidence Interval (Lower Limit)","2023","20.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","95% Confidence Interval (Upper Limit)","2018","16.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","95% Confidence Interval (Upper Limit)","2021","22.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..MIMAROPA Region 1/, 3/","95% Confidence Interval (Upper Limit)","2023","25.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","24054.12","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","26958.64","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","30492.73","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Poverty Incidence among Population (%)","2018","14.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Poverty Incidence among Population (%)","2021","22.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Poverty Incidence among Population (%)","2023","13.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Coefficient of Variation","2018","10","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Coefficient of Variation","2021","7.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Coefficient of Variation","2023","10.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Standard Error","2018","1.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Standard Error","2021","1.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","Standard Error","2023","1.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","95% Confidence Interval (Lower Limit)","2018","11.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","95% Confidence Interval (Lower Limit)","2021","18.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","95% Confidence Interval (Lower Limit)","2023","10.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","95% Confidence Interval (Upper Limit)","2018","17.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","95% Confidence Interval (Upper Limit)","2021","25.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Marinduque 1/, 2/, a/, c/","95% Confidence Interval (Upper Limit)","2023","16.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","21340.74","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","26661.29","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","29253.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Poverty Incidence among Population (%)","2018","21.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Poverty Incidence among Population (%)","2021","30.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Poverty Incidence among Population (%)","2023","28.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Coefficient of Variation","2018","12.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Coefficient of Variation","2021","7.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Coefficient of Variation","2023","12.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Standard Error","2018","2.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Standard Error","2021","2.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","Standard Error","2023","3.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","95% Confidence Interval (Lower Limit)","2018","16.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","95% Confidence Interval (Lower Limit)","2021","25.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","95% Confidence Interval (Lower Limit)","2023","21.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","95% Confidence Interval (Upper Limit)","2018","26.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","95% Confidence Interval (Upper Limit)","2021","34.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Occidental Mindoro 1/, a/, c/","95% Confidence Interval (Upper Limit)","2023","35","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","24470.46","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","26265.25","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","31191.05","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2018","10.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2021","18.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2023","20.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Coefficient of Variation","2018","17.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Coefficient of Variation","2021","13.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Coefficient of Variation","2023","11.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Standard Error","2018","1.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Standard Error","2021","2.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","Standard Error","2023","2.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2018","7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2021","13.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2023","15.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2018","14.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2021","23","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Oriental Mindoro 1/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2023","25.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","23414.59","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","24001.76","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","29552.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2018","14.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2021","15.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2023","27.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Coefficient of Variation","2018","13","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Coefficient of Variation","2021","12.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Coefficient of Variation","2023","12","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Standard Error","2018","1.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Standard Error","2021","1.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","Standard Error","2023","3.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2018","10.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2021","12","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2023","20.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2018","18.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2021","19.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Palawan (w/o the City of Puerto Princesa 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2023","33.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","23541.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","24987.38","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","30464.94","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Poverty Incidence among Population (%)","2018","4.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Poverty Incidence among Population (%)","2021","7.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Poverty Incidence among Population (%)","2023","6.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Coefficient of Variation","2018","22.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Coefficient of Variation","2021","18.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Coefficient of Variation","2023","17.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Standard Error","2018","0.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Standard Error","2021","1.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","Standard Error","2023","1.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2018","2.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2021","4.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2023","4.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2018","5.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2021","10.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of Puerto Princesa 1/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2023","8.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Annual Per Capita Poverty Threshold (in PhP)","2018","24087.25","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Annual Per Capita Poverty Threshold (in PhP)","2021","28748.98","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Annual Per Capita Poverty Threshold (in PhP)","2023","33379.16","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Poverty Incidence among Population (%)","2018","28.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Poverty Incidence among Population (%)","2021","40.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Poverty Incidence among Population (%)","2023","32.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Coefficient of Variation","2018","8.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Coefficient of Variation","2021","5.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Coefficient of Variation","2023","7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Standard Error","2018","2.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Romblon 1/, 2/","Standard Error","2021","2.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
