"Geolocation","Threshold/Incidence/Parameters","Year","Value (Reported value — see source for units)","Source status","Release","Source"
"....Mt. Province 3/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","31062.66","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","36119.87","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Poverty Incidence among Population (%)","2018","24.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Poverty Incidence among Population (%)","2021","22.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Poverty Incidence among Population (%)","2023","16.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Coefficient of Variation","2018","9.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Coefficient of Variation","2021","9.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Coefficient of Variation","2023","11.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Standard Error","2018","2.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Standard Error","2021","2.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","Standard Error","2023","1.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","95% Confidence Interval (Lower Limit)","2018","19.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","95% Confidence Interval (Lower Limit)","2021","18.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","95% Confidence Interval (Lower Limit)","2023","13","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","95% Confidence Interval (Upper Limit)","2018","29.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","95% Confidence Interval (Upper Limit)","2021","26.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Mt. Province 3/, c/","95% Confidence Interval (Upper Limit)","2023","20.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Annual Per Capita Poverty Threshold (in PhP)","2018","27054.97","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Annual Per Capita Poverty Threshold (in PhP)","2021","31113.05","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Annual Per Capita Poverty Threshold (in PhP)","2023","34454.02","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Poverty Incidence among Population (%)","2018","9.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Poverty Incidence among Population (%)","2021","14.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Poverty Incidence among Population (%)","2023","11.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Coefficient of Variation","2018","8.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Coefficient of Variation","2021","6.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Coefficient of Variation","2023","9.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Standard Error","2018","0.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Standard Error","2021","0.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","Standard Error","2023","1.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","95% Confidence Interval (Lower Limit)","2018","8.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","95% Confidence Interval (Lower Limit)","2021","12.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","95% Confidence Interval (Lower Limit)","2023","9.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","95% Confidence Interval (Upper Limit)","2018","11.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","95% Confidence Interval (Upper Limit)","2021","16.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region I (Ilocos Region) 1/","95% Confidence Interval (Upper Limit)","2023","14.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","26710.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","31031.12","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","36096.11","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2018","4.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2021","2.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2023","0.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Coefficient of Variation","2018","20.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Coefficient of Variation","2021","25.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Coefficient of Variation","2023","52","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Standard Error","2018","0.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Standard Error","2021","0.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","Standard Error","2023","0.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2018","2.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2021","1.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2023","0","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2018","6.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2021","3.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Norte 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2023","1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","24602.82","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","32751.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","35599.23","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Poverty Incidence among Population (%)","2018","7.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Poverty Incidence among Population (%)","2021","15.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Poverty Incidence among Population (%)","2023","7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Coefficient of Variation","2018","14.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Coefficient of Variation","2021","10.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Coefficient of Variation","2023","16.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Standard Error","2018","1.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Standard Error","2021","1.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","Standard Error","2023","1.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2018","5.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2021","12","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2023","4.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2018","9.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2021","18.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Ilocos Sur 1/, 2/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2023","9.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","22456.43","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","27908.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","33304.44","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2018","4.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2021","9.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2023","8.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Coefficient of Variation","2018","20.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Coefficient of Variation","2021","12.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Coefficient of Variation","2023","14.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Standard Error","2018","0.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Standard Error","2021","1.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","Standard Error","2023","1.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2018","2.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2021","6.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2023","6.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2018","6.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2021","11.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....La Union 1/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2023","11.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","27827.68","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","31239.96","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","34501.91","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Poverty Incidence among Population (%)","2018","12.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Poverty Incidence among Population (%)","2021","17.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Poverty Incidence among Population (%)","2023","16.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Coefficient of Variation","2018","11.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Coefficient of Variation","2021","8.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Coefficient of Variation","2023","11.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Standard Error","2018","1.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Standard Error","2021","1.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","Standard Error","2023","1.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","95% Confidence Interval (Lower Limit)","2018","10.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","95% Confidence Interval (Lower Limit)","2021","15","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","95% Confidence Interval (Lower Limit)","2023","12.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","95% Confidence Interval (Upper Limit)","2018","15.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","95% Confidence Interval (Upper Limit)","2021","20.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Pangasinan 1/, a/, c/","95% Confidence Interval (Upper Limit)","2023","19.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2018","25098.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2021","28292.06","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2023","32160.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Poverty Incidence among Population (%)","2018","16.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Poverty Incidence among Population (%)","2021","15.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Poverty Incidence among Population (%)","2023","10.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Coefficient of Variation","2018","6.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Coefficient of Variation","2021","6.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Coefficient of Variation","2023","8.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Standard Error","2018","1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Standard Error","2021","1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region II (Cagayan Valley) 2/, 3/","Standard Error","2023","0.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
